stable_candidate_id	original_bin_group	candidate_id	selected_fasta_name	reselected_fasta_path	source_fasta_name	source_origin	source_path	size_bytes	sha256	binner_or_reassembly_class	source_assembly	binner_family_from_existing_summary	completeness	contamination	quality_score_completeness_minus_5x_contamination	n50	genome_size	quality_class	candidate_count_in_original_group	eligible_candidate_count_in_original_group	drep99_retained_by_internal_filter	drep99_cluster_id	drep99_representative	drep99_is_representative	drep95_retained_by_internal_filter	drep95_cluster_id	drep95_representative	drep95_is_representative	gtdb_taxonomy_scope	gtdb_gtdb_domain_summary	gtdb_classification	gtdb_classification_method	gtdb_closest_genome_ani	gtdb_closest_genome_af	gtdb_note	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
DOGMAG_MAGC000011	bin36	bin36_mag_polished.fa	bin36__bin36_mag_polished.fa.fa	reselected_mq_candidates/bin36__bin36_mag_polished.fa.fa	bin36_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin36_mag_polished.fa	2982149	6a611921c32d828e19e2c5d3a68c22f8ab8f816623afaef5e28810b66f3a3d17	BASALT polished	bin36_mag_polished	unknown	80.8	4.0	60.8	560885.0	2981699.0	medium-quality	4	1	yes	125_12	bin4477__bin4477_mag_polished.fa.fa	no	yes	117_1	bin8481__bin8481_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp937890825	ani_screen	98.55	0.782	classification based on ANI only	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp937890825
DOGMAG_MAGC000012	bin38	bin38_mag_polished.fa	bin38__bin38_mag_polished.fa.fa	reselected_mq_candidates/bin38__bin38_mag_polished.fa.fa	bin38_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin38_mag_polished.fa	2706719	f92a42ff736ed20dda500ea542920e2a3a72ca8c488c8213c41062d0f9c7dd70	BASALT polished	bin38_mag_polished	unknown	98.75	0.98	93.85	33417.0	2703495.0	high-completeness/low-contamination	4	2	yes	46_7	bin38__bin38_mag_polished.fa.fa	yes	yes	45_1	bin10069__bin10069_mag_polished.fa.fa	no	self_drep99_representative	bacteria	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis	ani_screen	98.35	0.831	classification based on ANI only	Bacteria	Bacillota_I	Bacilli_A	MOL361	Turicibacteraceae	Turicibacter	Turicibacter bilis
DOGMAG_MAGC000013	bin39	bin39_mag_polished.fa	bin39__bin39_mag_polished.fa.fa	reselected_mq_candidates/bin39__bin39_mag_polished.fa.fa	bin39_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin39_mag_polished.fa	2075097	3039256a0b97ad8ea8726658c1f31b5c29cfe1c86c259a8b784255175ca7aff6	BASALT polished	bin39_mag_polished	unknown	91.91	2.24	80.71	37047.0	2072838.0	high-completeness/low-contamination	4	2	yes	95_2	bin39__bin39_mag_polished.fa.fa	yes	yes	89_1	bin10593__bin10593_mag_polished.fa.fa	no	self_drep99_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414;s__UBA9414 sp958446945	ani_screen	99.16	0.837	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	UBA9414	UBA9414 sp958446945
DOGMAG_MAGC000014	bin41	bin41_mag_polished.fa	bin41__bin41_mag_polished.fa.fa	reselected_mq_candidates/bin41__bin41_mag_polished.fa.fa	bin41_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin41_mag_polished.fa	1781802	e48d90d40455050d271ca450443dea28a64349e956d44732ea2637b270e8ef2e	BASALT polished	bin41_mag_polished	unknown	74.7	2.09	64.25	5523.0	1770626.0	medium-quality	4	1	yes	45_3	bin2904__bin2904_mag_polished.fa.fa	no	yes	44_1	bin6524__bin6524_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter faecis	ani_screen	97.68	0.879	classification based on ANI only	Bacteria	Bacillota_I	Bacilli_A	MOL361	Turicibacteraceae	Turicibacter	Turicibacter faecis
DOGMAG_MAGC000015	bin45	bin45_mag_polished.fa	bin45__bin45_mag_polished.fa.fa	reselected_mq_candidates/bin45__bin45_mag_polished.fa.fa	bin45_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin45_mag_polished.fa	2335159	366bf23458d9b67c33e098cc6e5f03392cb5cc8affea7ee9df70dcacee6356f6	BASALT polished	bin45_mag_polished	unknown	83.51	3.46	66.21000000000001	26459.0	2329919.0	medium-quality	4	1	yes	101_4	bin45__bin45_mag_polished.fa.fa	yes	yes	95_1	bin6077__bin6077_mag_polished.fa.fa	no	self_drep99_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium sp900539715	ani_screen	98.64	0.917	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium sp900539715
DOGMAG_MAGC000016	bin46	bin46_mag_polished.fa	bin46__bin46_mag_polished.fa.fa	reselected_mq_candidates/bin46__bin46_mag_polished.fa.fa	bin46_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin46_mag_polished.fa	1884808	f5098a06761cb6c9e9de62471c92611b8ab771a38219329c9096d4bf4effc93e	BASALT polished	bin46_mag_polished	unknown	80.88	0.23	79.72999999999999	265000.0	1884439.0	medium-quality	4	1	yes	7_4	bin46__bin46_mag_polished.fa.fa	yes	yes	6_1	bin46__bin46_mag_polished.fa.fa	yes	self_drep99_representative	bacteria	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	ani_screen	97.39	0.87	classification based on ANI only	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp902470815
DOGMAG_MAGC000017	bin47	bin47_mag_polished.fa	bin47__bin47_mag_polished.fa.fa	reselected_mq_candidates/bin47__bin47_mag_polished.fa.fa	bin47_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin47_mag_polished.fa	2142891	c75a01c32b00f769a3dc1fccdb33353fdc2f711f9c57ee851524b0946306f3bf	BASALT polished	bin47_mag_polished	unknown	68.16	3.8	49.16	218925.0	2142603.0	medium-quality	4	2	yes	92_14	bin4116__bin4116_mag_polished.fa.fa	no	yes	86_1	bin11063__bin11063_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	ani_screen	97.94	0.827	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas umbilicata
DOGMAG_MAGC000018	bin49	bin49_mag_polished.fa	bin49__bin49_mag_polished.fa.fa	reselected_mq_candidates/bin49__bin49_mag_polished.fa.fa	bin49_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin49_mag_polished.fa	4157723	44001ab2ebfa242044a1c502328f1debc52b45c873c160599d17cd336bd84b14	BASALT polished	bin49_mag_polished	unknown	74.59	4.05	54.34	262716.0	4156409.0	medium-quality	3	1	yes	128_6	bin3584__bin3584_mag_polished.fa.fa	no	yes	120_1	bin6491__bin6491_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546645	ani_screen	98.97	0.835	classification based on ANI only	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900546645
DOGMAG_MAGC000019	bin50	bin50_mag_polished.fa	bin50__bin50_mag_polished.fa.fa	reselected_mq_candidates/bin50__bin50_mag_polished.fa.fa	bin50_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin50_mag_polished.fa	2113409	96a057ae281a8137ed4912b9d8a87706fe60eb292d9b58a08a0c5a9d2c6ff991	BASALT polished	bin50_mag_polished	unknown	95.08	3.77	76.22999999999999	297427.0	2112257.0	high-completeness/low-contamination	4	3	yes	73_6	bin10553__bin10553_mag_polished.fa.fa	no	yes	70_1	bin6315__bin6315_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__UMGS1590 sp900553245	ani_screen	98.5	0.899	classification based on ANI only	Bacteria	Bacillota	Peptococcia	Peptococcales	Peptococcaceae	UMGS1590	UMGS1590 sp900553245
DOGMAG_MAGC000020	bin51	bin51_mag_polished.fa	bin51__bin51_mag_polished.fa.fa	reselected_mq_candidates/bin51__bin51_mag_polished.fa.fa	bin51_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin51_mag_polished.fa	2236169	85933dcd8bc9b487e53f286cb31ef3d0a19f35da05f58896c087f3b91bd978c4	BASALT polished	bin51_mag_polished	unknown	55.21	2.31	43.66	568607.0	2235908.0	medium-quality	3	1	yes	110_2	bin269__bin269_mag_polished.fa.fa	no	yes	103_1	bin2939__bin2939_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp026169535	ani_screen	98.83	0.746	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp026169535
DOGMAG_MAGC000021	bin55	bin55_SPAdes_hybrid_re-assembly_contigs.fa	bin55__bin55_SPAdes_hybrid_re-assembly_contigs.fa.fa	reselected_mq_candidates/bin55__bin55_SPAdes_hybrid_re-assembly_contigs.fa.fa	bin55_SPAdes_hybrid_re-assembly_contigs.fa	final_basalt_binset	BASALT_final_binset/bin55_SPAdes_hybrid_re-assembly_contigs.fa	1008163	853a1c43cd5879b5aed35c2275076cd19c3247222112a0c0f87d82ad4b018031	SPAdes hybrid reassembly	bin55_SPAdes_hybrid_re-assembly_contigs	unknown	57.09	1.38	50.190000000000005	4163.0	991513.0	medium-quality	4	1	yes	50_1	bin55__bin55_SPAdes_hybrid_re-assembly_contigs.fa.fa	yes	yes	49_2	bin7754__bin7754_mag_polished.fa.fa	no	self_drep99_representative	bacteria	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555845	ani_screen	97.6	0.812	classification based on ANI only	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A sp900555845
DOGMAG_MAGC000022	bin56	bin56_mag_polished.fa	bin56__bin56_mag_polished.fa.fa	reselected_mq_candidates/bin56__bin56_mag_polished.fa.fa	bin56_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin56_mag_polished.fa	2719734	efc32c71ca83c108bdb5c1bd3cff8c63cf01bca34b0979fa5f42e46b51552877	BASALT polished	bin56_mag_polished	unknown	62.17	6.28	30.77	2719708.0	2719708.0	medium-quality	4	1	yes	107_1	bin170__bin170_mag_polished.fa.fa	no	yes	100_1	bin170__bin170_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900541955	ani_screen	99.4	0.793	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900541955
DOGMAG_MAGC000023	bin57	bin57_mag_polished.fa	bin57__bin57_mag_polished.fa.fa	reselected_mq_candidates/bin57__bin57_mag_polished.fa.fa	bin57_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin57_mag_polished.fa	2073637	7b9669d865956082199c116d8535e85a6a5be346e77f914c3266273f6cc0d383	BASALT polished	bin57_mag_polished	unknown	75.16	1.4	68.16	50188.0	2072026.0	medium-quality	1	1	yes	86_5	bin57__bin57_mag_polished.fa.fa	yes	yes	81_1	bin10788__bin10788_mag_polished.fa.fa	no	self_drep99_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900765975	ani_screen	97.39	0.784	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella sp900765975
DOGMAG_MAGC000024	bin63	bin63_SPAdes_hybrid_re-assembly_contigs.fa	bin63__bin63_SPAdes_hybrid_re-assembly_contigs.fa.fa	reselected_mq_candidates/bin63__bin63_SPAdes_hybrid_re-assembly_contigs.fa.fa	bin63_SPAdes_hybrid_re-assembly_contigs.fa	final_basalt_binset	BASALT_final_binset/bin63_SPAdes_hybrid_re-assembly_contigs.fa	2186812	7cb79dffec9a965608a81dd8935826dd70f7f30cd29235a70471c283dc2d4b9c	SPAdes hybrid reassembly	bin63_SPAdes_hybrid_re-assembly_contigs	unknown	69.03	1.98	59.13	23082.0	2178541.0	medium-quality	4	1	yes	104_14	bin63__bin63_SPAdes_hybrid_re-assembly_contigs.fa.fa	yes	yes	98_1	bin9125__bin9125_mag_polished.fa.fa	no	self_drep99_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555	ani_screen	96.65	0.787	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900556555
DOGMAG_MAGC000025	bin76	bin76_mag_polished.fa	bin76__bin76_mag_polished.fa.fa	reselected_mq_candidates/bin76__bin76_mag_polished.fa.fa	bin76_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin76_mag_polished.fa	2736328	0b585b7422ac7bc6eeeefbd2df85384068dc4d4d9de4f3828c6f03296b1110c8	BASALT polished	bin76_mag_polished	unknown	85.88	0.8	81.88	136573.0	2735527.0	medium-quality	4	4	yes	108_3	bin6213__bin6213_SPAdes_hybrid_re-assembly_contigs.fa.fa	no	yes	101_1	bin6213__bin6213_SPAdes_hybrid_re-assembly_contigs.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia argi	ani_screen	99.77	0.931	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia argi
DOGMAG_MAGC000026	bin78	bin78_mag_polished.fa	bin78__bin78_mag_polished.fa.fa	reselected_mq_candidates/bin78__bin78_mag_polished.fa.fa	bin78_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin78_mag_polished.fa	2742778	2c88dfedad929d07b671a27c045dc440973569a251a7e63f1bbd824d500b711f	BASALT polished	bin78_mag_polished	unknown	50.63	6.14	19.930000000000003	362099.0	2742409.0	medium-quality	4	1	yes	85_2	bin1975__bin1975_mag_polished.fa.fa	no	yes	80_1	bin6215__bin6215_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp000435655	ani_screen	98.45	0.817	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea sp000435655
DOGMAG_MAGC000027	bin80	bin80_mag_polished.fa	bin80__bin80_mag_polished.fa.fa	reselected_mq_candidates/bin80__bin80_mag_polished.fa.fa	bin80_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin80_mag_polished.fa	2749148	3b4ca290f791699fccf6951993ce956371a58beb989de3ad29871924aaff443b	BASALT polished	bin80_mag_polished	unknown	62.81	3.57	44.96000000000001	1738542.0	2749018.0	medium-quality	1	1	yes	74_1	bin564__bin564_mag_polished.fa.fa	no	yes	71_1	bin6859__bin6859_mag_polished.fa.fa	no	drep99_cluster_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGZHZ01;s__JAGZHZ01 sp965150505	ani_screen	97.92	0.887	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	JAGZHZ01	JAGZHZ01 sp965150505
DOGMAG_MAGC000028	bin90	bin90_mag_polished.fa	bin90__bin90_mag_polished.fa.fa	reselected_mq_candidates/bin90__bin90_mag_polished.fa.fa	bin90_mag_polished.fa	final_basalt_binset	BASALT_final_binset/bin90_mag_polished.fa	2853350	ab9d24eec154754a4490342d97057b607f459db4bfb42b104c3d61e0c80f9673	BASALT polished	bin90_mag_polished	unknown	93.84	4.85	69.59	94594.0	2852360.0	high-completeness/low-contamination	4	2	yes	89_27	bin90__bin90_mag_polished.fa.fa	yes	yes	84_1	bin5335__bin5335_mag_polished.fa.fa	no	self_drep99_representative	bacteria	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter gnavus	ani_screen	97.41	0.754	classification based on ANI only	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter gnavus
